0.11725029	0.03537651	-0.00569336	-0.0003996369	0.06113725	-0.03521003	-0.03002213	0.003494049	0.046927046	-0.042949606	-0.03998644	0.025403708	0.013311508	-0.03230982	0.03892357	0.013807802
0.06702236	0.0053592636	0.0046562767	-0.009481176	0.08927071	-0.07123626	-0.057551634	0.00071167835	0.099735945	-0.055393197	-0.031123906	0.017057095	-0.028099734	0.023046259	0.038975306	-0.05623248
0.083137624	-0.023974884	0.0582053	-0.039733727	0.04860414	-0.07598323	0.07764023	0.09708543	0.06694173	-0.015099548	-0.07027865	0.032734126	-0.04184515	-0.019066283	0.0077028032	-0.008510169
0.084956706	0.019058883	0.02127458	-0.0046221744	0.037623733	-0.058945112	-0.021699414	-0.026129574	0.053868566	-0.028870402	-0.030086381	-0.038016796	-0.012880682	-0.023077331	-0.029575383	-0.012869806
0.0771949	0.056012616	0.048959915	-0.03617174	0.06122738	-0.08292313	-0.019402612	-0.00941863	0.051839985	-0.01784192	-0.07446642	0.038070638	-0.0127639305	-0.03881665	-0.022408731	0.0067277956
0.014964219	-0.027367571	-0.019869648	-0.07137685	0.082813844	-0.022489106	-0.019468222	-0.032559518	0.08273899	0.056914747	-0.018584002	-0.0010733908	0.005174966	-0.018559089	-0.008874034	-0.043641776
0.12643184	0.058582533	0.033016346	-0.0133306915	0.027375344	-0.024558747	0.057135854	-0.024756068	0.12197138	-0.03228764	-0.084475584	0.027563145	-0.049405377	-0.016293447	0.115786	-0.028507132
-0.004056733	-0.012225692	0.035567615	0.05414924	0.038516592	-0.08793259	0.014209746	-0.038712315	0.09999225	0.014300227	-0.027856858	0.058163237	-0.06490636	0.027244776	-0.0018639996	0.021620305
-0.022422226	0.0053079515	0.08207114	-0.0056878263	0.051767945	-0.0005197003	-0.039180752	-0.021666512	0.06081532	-0.06795232	-0.07004315	0.008394839	0.05800394	0.028956868	0.020648642	0.008017441
0.037285976	0.037351727	0.07887339	-0.009231884	0.06021076	-0.077536404	0.0056980136	0.05558097	0.15156764	-0.050004534	-0.009913828	-0.04523114	-0.06794767	0.012860106	0.042149525	-0.008974338
0.034487583	-0.034253642	-0.014781457	0.008116367	0.082820036	0.025961293	-0.011130907	0.06689245	0.056765582	-0.009471256	-0.050048556	-0.00373219	-0.042945296	-0.084017	0.071127936	0.046428997
0.118619926	0.0035469546	0.047096923	0.040324256	0.07388968	-6.873626e-05	0.08790883	-0.04945334	0.08558344	-0.0011472835	-0.058561914	0.00011486906	-0.016013807	0.0056972415	-0.015967885	-0.017033204
-0.016768098	-0.025835175	0.07039627	-0.008350634	-0.01977492	-0.02829979	0.055873305	-0.019952785	0.07676454	-0.003674792	-0.011856188	0.06899218	-0.02298419	-0.044311807	-0.00093467074	0.016939582
0.035281114	0.051661544	-0.017589366	0.010644214	-0.079507746	-0.14818558	-0.066470526	-0.04632033	0.10519248	0.059339024	-0.0342879	0.082055226	-0.020039616	0.015213218	0.15138903	0.05191791
0.03150426	0.007919278	-0.033311065	0.05553398	-0.024800735	-0.02760805	0.08587549	0.009284723	-0.003505952	-0.045783754	-0.11020145	-0.035476223	0.0024557477	0.004900974	-0.14933528	-0.028518131
0.06465051	0.036249362	-0.027847925	-0.003392592	0.055912454	-0.04996406	0.059339434	0.0003169074	0.05682005	0.041560248	-0.012746775	0.00941332	-0.10959702	0.02816447	0.093666844	0.039194815
0.083037116	-0.06069143	-0.033866838	0.03371859	-0.011070948	0.027200557	-0.0065174066	-0.01535958	0.097518235	-0.0037519336	0.11997812	-0.03860172	-0.036387168	0.013208758	-0.065368876	-0.01421527
0.18907838	-0.037922848	0.015950006	-0.041917033	0.102245525	-0.07913741	-0.017248495	-0.033082873	0.0131796105	-0.015546254	-0.027357344	0.029437894	-0.04901818	0.07767538	-0.0070010726	-0.055008203
-0.00764843	0.034256633	-0.013558758	-0.050490186	0.14277859	-0.038657617	-0.062048987	-0.0013410173	0.09983149	-0.0400937	-0.105245866	0.07938258	-0.014769175	-0.013371761	0.046158377	-0.045923356
-0.014305695	-0.038087707	0.054048907	-0.04820105	-0.051890895	-0.09442026	0.017903792	0.031095067	0.119026296	-0.013799221	0.013972248	0.016389487	0.06245125	0.024835812	0.0046498766	0.0034441322
0.052428816	0.06532188	0.031357046	0.0071775	-0.0119407205	0.01845392	0.02869274	0.013432434	0.11301306	-0.03951806	-0.017853182	0.05877176	0.005043167	0.11553317	-0.025034526	-0.0026703281
0.0618687	0.018503036	-0.03594951	-0.03037758	0.103750765	0.022827106	-0.02296841	0.013095811	0.06645005	-0.033089206	-0.033019908	0.009515497	0.07512294	0.08993873	0.019565444	-0.020297987
-0.0413541	0.036088966	0.053639725	0.022802657	0.13688955	-0.039524008	0.013249618	0.09976852	0.09178212	-0.0927532	0.016107053	-0.09408093	-0.018455338	-0.02779641	-0.04622675	-0.06049331
-0.010625366	0.005771434	-0.054672323	0.057173904	-0.041325614	-0.06422177	-0.07070377	-0.011642398	0.18861605	0.056013644	-0.13265827	0.07681116	-0.06276709	0.03084888	0.03783681	0.058423083
-0.05848448	-0.01636041	0.11677884	-0.040509213	0.054774225	-0.009711158	0.005449305	0.0029426345	0.03346627	0.0042284764	0.059731625	0.017192753	0.046143822	0.03312399	-0.075336255	0.04088264
-0.038693756	0.0365644	0.010970366	0.0042873314	0.012966704	-0.013218425	-0.06006601	0.026338194	0.06312697	-0.04202602	-0.045439504	0.035707004	0.0055827005	0.06403277	0.039458044	-0.045071047
-0.012395242	-0.065947235	0.046565037	-0.01870963	0.09789511	-0.089052185	-0.055512033	0.07520539	0.0053679436	-0.0026853404	-0.05252061	0.007140882	-0.0035743713	0.08349634	-0.04171385	-0.04531982
0.033125747	0.014869331	0.013973556	0.011912797	0.009737796	-0.034769055	-0.06608327	-0.00029784034	0.009211243	0.03234644	-0.042563736	0.014155374	0.024836978	-0.05730451	0.020533081	0.003101389
0.048764862	-0.009008369	0.019560345	-0.0037904007	0.018422367	0.05661093	-0.11170372	-0.008894058	0.07038989	0.011008137	-0.013760399	0.01414272	-0.0052169096	-0.05529783	-0.023752026	0.040649164
0.07773619	0.057576627	-0.024394128	-0.06556062	0.01262869	0.0053400164	0.059871655	-0.024882205	-0.022325998	-0.022647243	0.052343607	0.05067182	0.00759441	-0.04215395	-0.0072987927	-0.020226039
0.010371104	-0.033800676	-0.06289388	-0.011855752	0.030116001	-0.08478237	-0.0048486097	0.008487904	0.050025515	0.0011943636	0.054508865	0.028564202	0.017731966	0.041949976	0.0021499845	0.04953922
0.03758247	-0.011203605	0.028090786	-0.0001544103	-0.006327222	-0.042435087	-0.035572406	-0.029267436	0.000106154854	-0.014971903	-0.0931285	0.023035767	-0.01783698	0.08498235	0.0008500933	0.016853265
